FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Area,Shape__Length
423,42,003,260200,2,420032602002,Block Group 2,G5030,S,604988,0,+40.4903149,-080.0228477,6.4262286535e-05,0.068661825046675
424,42,003,260200,3,420032602003,Block Group 3,G5030,S,252787,7193,+40.4922785,-080.0176758,2.7616753456e-05,0.025551720952098
425,42,003,260700,1,420032607001,Block Group 1,G5030,S,369806,0,+40.4812801,-080.0088626,3.9277500955e-05,0.043892390602325
426,42,003,260700,2,420032607002,Block Group 2,G5030,S,301540,0,+40.4818975,-080.0108700,3.202463752e-05,0.03562213224998
427,42,003,490004,1,420034900041,Block Group 1,G5030,S,1354825,0,+40.2909807,-079.9884818,0.000143492591145,0.057636970491429
428,42,003,470400,3,420034704003,Block Group 3,G5030,S,1059446,0,+40.3697362,-080.0919947,0.000112337336712,0.069534905308836
429,42,003,477100,1,420034771001,Block Group 1,G5030,S,779240,0,+40.3640543,-080.0031433,8.2619020433e-05,0.046038556932358
430,42,003,477100,2,420034771002,Block Group 2,G5030,S,582308,0,+40.3530170,-080.0009699,6.172943171e-05,0.052688323018127
431,42,003,477100,3,420034771003,Block Group 3,G5030,S,799553,0,+40.3570542,-080.0097837,8.4764338841e-05,0.043513158327231
432,42,003,477200,1,420034772001,Block Group 1,G5030,S,675811,0,+40.3741082,-079.9902526,7.1663640702e-05,0.036849518281221
433,42,003,429500,3,420034295003,Block Group 3,G5030,S,1588709,0,+40.5246199,-080.0111225,0.000168839848078,0.057610213530593
434,42,003,411000,1,420034110001,Block Group 1,G5030,S,8725555,0,+40.6595957,-080.0856290,0.000929148795759,0.157222989386432
435,42,003,040900,1,420030409001,Block Group 1,G5030,S,428653,0,+40.4355089,-079.9626926,4.5495585199e-05,0.044464796403188
436,42,003,040900,2,420030409002,Block Group 2,G5030,S,230241,0,+40.4318349,-079.9556755,2.443565823e-05,0.020687616501805
437,42,003,050100,1,420030501001,Block Group 1,G5030,S,242121,0,+40.4501583,-079.9675165,2.5703076268e-05,0.021748038099782
438,42,003,040600,1,420030406001,Block Group 1,G5030,S,253062,0,+40.4367501,-079.9522852,2.6859473316e-05,0.024886972339057
439,42,003,050100,2,420030501002,Block Group 2,G5030,S,239937,0,+40.4474812,-079.9721392,2.547052729e-05,0.023524155732953
440,42,003,050100,3,420030501003,Block Group 3,G5030,S,308316,0,+40.4459724,-079.9776953,3.2728854431e-05,0.025387365224477
441,42,003,070300,3,420030703003,Block Group 3,G5030,S,214194,0,+40.4501627,-079.9374007,2.2738559084e-05,0.020165041604327
442,42,003,070500,1,420030705001,Block Group 1,G5030,S,144617,0,+40.4551545,-079.9275190,1.5353572478e-05,0.015512910331174
443,42,003,070500,3,420030705003,Block Group 3,G5030,S,196369,0,+40.4574217,-079.9293781,2.084867125e-05,0.023914134993532
444,42,003,070600,1,420030706001,Block Group 1,G5030,S,144717,0,+40.4546022,-079.9234925,1.5363976865e-05,0.01649582696352
445,42,003,070600,2,420030706002,Block Group 2,G5030,S,145020,0,+40.4519412,-079.9274585,1.5395554805e-05,0.01729658414759
446,42,003,070800,1,420030708001,Block Group 1,G5030,S,184183,0,+40.4584206,-079.9220091,1.9555021759e-05,0.018859109773687
447,42,003,070800,2,420030708002,Block Group 2,G5030,S,262496,0,+40.4551027,-079.9181947,2.7868423036e-05,0.025267380051966
448,42,003,070900,1,420030709001,Block Group 1,G5030,S,306599,0,+40.4544392,-079.9379457,3.255010467e-05,0.029380728287977
449,42,003,070900,2,420030709002,Block Group 2,G5030,S,136797,0,+40.4510924,-079.9473004,1.4522361792e-05,0.015526402256947
450,42,003,520001,2,420035200012,Block Group 2,G5030,S,2058807,0,+40.4369736,-079.8146248,0.000218518225492,0.070919526839947
451,42,003,090100,1,420030901001,Block Group 1,G5030,S,366981,29455,+40.4762203,-079.9597019,4.2101358287e-05,0.039629671812033
452,42,003,090200,1,420030902001,Block Group 1,G5030,S,159934,0,+40.4694635,-079.9592921,1.6983017065e-05,0.020130388635207
453,42,003,090200,2,420030902002,Block Group 2,G5030,S,214944,0,+40.4692759,-079.9555792,2.2824590567e-05,0.028515438419937
454,42,003,090300,1,420030903001,Block Group 1,G5030,S,151667,0,+40.4645862,-079.9510973,1.610435886e-05,0.017978019066355
455,42,003,090300,2,420030903002,Block Group 2,G5030,S,105110,0,+40.4640200,-079.9556041,1.1161018753e-05,0.013550301288392
456,42,003,101600,1,420031016001,Block Group 1,G5030,S,464604,0,+40.4703739,-079.9393306,4.9336187481e-05,0.036544358864464
457,42,003,101700,1,420031017001,Block Group 1,G5030,S,174519,0,+40.4664252,-079.9381924,1.8531131646e-05,0.017730434586284
458,42,003,101700,2,420031017002,Block Group 2,G5030,S,217979,0,+40.4672423,-079.9433700,2.3146103597e-05,0.020857307134168
459,42,003,110200,2,420031102002,Block Group 2,G5030,S,145230,0,+40.4757786,-079.9213093,1.5423397184e-05,0.01689887977825
460,42,003,110200,3,420031102003,Block Group 3,G5030,S,298195,0,+40.4765111,-079.9261174,3.1668566943e-05,0.02508892358055
461,42,003,110200,4,420031102004,Block Group 4,G5030,S,226790,0,+40.4725674,-079.9227477,2.4083400073e-05,0.019847045351007
462,42,003,111500,4,420031115004,Block Group 4,G5030,S,279183,0,+40.4612537,-079.9188322,2.9642365085e-05,0.021553853080211
463,42,003,120300,1,420031203001,Block Group 1,G5030,S,776569,0,+40.4704268,-079.9038525,8.2464103893e-05,0.047285396539725
464,42,003,120300,2,420031203002,Block Group 2,G5030,S,303104,0,+40.4667430,-079.9005376,3.2184747992e-05,0.025766976007029
465,42,003,120400,2,420031204002,Block Group 2,G5030,S,261285,0,+40.4666610,-079.9115742,2.7744193984e-05,0.023148943789378
466,42,003,120700,1,420031207001,Block Group 1,G5030,S,314873,0,+40.4609939,-079.9032330,3.3431969044e-05,0.02467461991988
467,42,003,261500,1,420032615001,Block Group 1,G5030,S,351000,0,+40.4733949,-080.0097286,3.7274587133e-05,0.026411383829195
468,42,003,262000,1,420032620001,Block Group 1,G5030,S,607754,0,+40.4632130,-079.9941711,6.4530997584e-05,0.039926311905802
469,42,003,262000,2,420032620002,Block Group 2,G5030,S,183234,0,+40.4677548,-079.9927114,1.9457090777e-05,0.020383448274449
470,42,003,100500,2,420031005002,Block Group 2,G5030,S,382760,0,+40.4781242,-079.9393683,4.0650070186e-05,0.034164847523997
471,42,003,101100,1,420031011001,Block Group 1,G5030,S,158472,0,+40.4796385,-079.9516903,1.6830558332e-05,0.017904038154954
472,42,003,101100,2,420031011002,Block Group 2,G5030,S,641778,305758,+40.4837135,-079.9541965,0.000100640832414,0.058144097994709
473,42,003,100500,1,420031005001,Block Group 1,G5030,S,341507,0,+40.4760158,-079.9343043,3.6267675119e-05,0.031309910797984
474,42,003,101400,1,420031014001,Block Group 1,G5030,S,535736,301741,+40.4841419,-079.9256840,8.8954373985e-05,0.081261805816849
475,42,003,101400,4,420031014004,Block Group 4,G5030,S,149377,0,+40.4799173,-079.9300799,1.5864618622e-05,0.017898380669281
476,42,003,110600,3,420031106003,Block Group 3,G5030,S,135853,0,+40.4707047,-079.9181968,1.4426325082e-05,0.015518916884491
477,42,003,111300,1,420031113001,Block Group 1,G5030,S,155134,0,+40.4710476,-079.9294133,1.6473988831e-05,0.017172796800504
478,42,003,111300,2,420031113002,Block Group 2,G5030,S,130582,0,+40.4691148,-079.9238106,1.3866178967e-05,0.01979722722265
479,42,003,111300,3,420031113003,Block Group 3,G5030,S,90448,0,+40.4680245,-079.9256027,9.604549738e-06,0.013077204914616
480,42,003,111300,4,420031113004,Block Group 4,G5030,S,160786,0,+40.4674213,-079.9196901,1.707315987e-05,0.017527270384499
481,42,003,111400,1,420031114001,Block Group 1,G5030,S,155417,0,+40.4671249,-079.9302535,1.6503014155e-05,0.019839852849343
482,42,003,111400,2,420031114002,Block Group 2,G5030,S,172204,0,+40.4669071,-079.9332758,1.8285559273e-05,0.019322464867294
483,42,003,111500,1,420031115001,Block Group 1,G5030,S,196487,0,+40.4652668,-079.9246302,2.0863398512e-05,0.022296853104569
484,42,003,111500,2,420031115002,Block Group 2,G5030,S,245669,0,+40.4613529,-079.9302787,2.6084259786e-05,0.024742789342492
485,42,003,111500,3,420031115003,Block Group 3,G5030,S,243929,0,+40.4616937,-079.9256131,2.5899382432e-05,0.021457568528353
486,42,003,120700,2,420031207002,Block Group 2,G5030,S,200054,0,+40.4569713,-079.9050701,2.123981276e-05,0.022335385017778
487,42,003,120800,1,420031208001,Block Group 1,G5030,S,182119,0,+40.4644566,-079.9160496,1.9337758526e-05,0.019326728594093
488,42,003,120800,2,420031208002,Block Group 2,G5030,S,533583,0,+40.4589809,-079.9121394,5.6652026121e-05,0.037650377938497
489,42,003,130100,1,420031301001,Block Group 1,G5030,S,446615,0,+40.4578346,-079.8838397,4.7417569321e-05,0.029679390233533
490,42,003,130100,2,420031301002,Block Group 2,G5030,S,169073,0,+40.4610815,-079.8921492,1.7951573839e-05,0.027260133834346
491,42,003,130100,3,420031301003,Block Group 3,G5030,S,156450,0,+40.4613144,-079.8987905,1.6611268869e-05,0.021884451239085
492,42,003,130200,1,420031302001,Block Group 1,G5030,S,162183,0,+40.4577941,-079.8910865,1.7218892426e-05,0.01957597333181
493,42,003,130300,2,420031303002,Block Group 2,G5030,S,168927,0,+40.4526261,-079.8948056,1.7933642647e-05,0.018866222408765
494,42,003,140500,1,420031405001,Block Group 1,G5030,S,382078,0,+40.4500371,-079.8977298,4.0561095878e-05,0.028398645317075
495,42,003,140500,2,420031405002,Block Group 2,G5030,S,199790,0,+40.4541518,-079.9060600,2.1210803168e-05,0.02364047310947
496,42,003,140500,3,420031405003,Block Group 3,G5030,S,172850,0,+40.4523867,-079.9073195,1.8350178928e-05,0.022766063403956
497,42,003,140600,1,420031406001,Block Group 1,G5030,S,380557,0,+40.4479192,-079.9064888,4.0398010522e-05,0.027949400315805
498,42,003,140600,2,420031406002,Block Group 2,G5030,S,322651,0,+40.4451618,-079.8988009,3.424978073e-05,0.031962343148729
499,42,003,140400,3,420031404003,Block Group 3,G5030,S,425130,0,+40.4492147,-079.9182174,4.5130529127e-05,0.029712048904031
500,42,003,140800,1,420031408001,Block Group 1,G5030,S,609993,0,+40.4322685,-079.9142909,6.4739103311e-05,0.06111113846043
501,42,003,141400,3,420031414003,Block Group 3,G5030,S,294704,0,+40.4266034,-079.9185733,3.1274477616e-05,0.028219208902838
502,42,003,488300,1,420034883001,Block Group 1,G5030,S,6212135,0,+40.3701764,-079.8876913,0.000658702222991,0.149385529044804
503,42,003,458000,2,420034580002,Block Group 2,G5030,S,17545282,123974,+40.3800669,-080.1231975,0.001873974574101,0.249914528172369
504,42,003,452000,2,420034520002,Block Group 2,G5030,S,6499756,0,+40.4628654,-080.2146051,0.000690134614586,0.138425794521118
505,42,003,492700,1,420034927001,Block Group 1,G5030,S,2210237,595842,+40.3025273,-079.8743038,0.000297249757664,0.122526055502453
506,42,003,452000,1,420034520001,Block Group 1,G5030,S,30268927,14471,+40.5004303,-080.2621224,0.003217210614793,0.336407058371422
507,42,003,451300,3,420034513003,Block Group 3,G5030,S,4292368,0,+40.5114496,-080.1861861,0.000456082338704,0.099378634890817
508,42,003,480300,1,420034803001,Block Group 1,G5030,S,1242270,275717,+40.4015906,-079.9737874,0.000161031969391,0.141075708165993
509,42,003,412001,2,420034120012,Block Group 2,G5030,S,13034988,10752,+40.6091968,-080.1183176,0.001388000646084,0.171755953044738
510,42,003,473601,3,420034736013,Block Group 3,G5030,S,589120,0,+40.3795855,-080.0576817,6.2475798361e-05,0.034448660620085
511,42,003,439000,1,420034390001,Block Group 1,G5030,S,13899919,0,+40.5897681,-080.1737989,0.001478628119828,0.214038884125366
512,42,003,414102,2,420034141022,Block Group 2,G5030,S,5031167,0,+40.5786081,-079.9642573,0.0005351108108,0.127348342481248
513,42,003,510000,2,420035100002,Block Group 2,G5030,S,236445,0,+40.3972312,-079.8413910,2.5081402845e-05,0.030859831786471
514,42,003,429600,1,420034296001,Block Group 1,G5030,S,2626125,0,+40.5119425,-080.0490355,0.000279038445209,0.094215738983658
515,42,003,415001,2,420034150012,Block Group 2,G5030,S,7637610,0,+40.5716659,-079.8905793,0.000812246964115,0.210284077796284
516,42,003,409000,1,420034090001,Block Group 1,G5030,S,19791395,0,+40.6598222,-080.0278807,0.002107515743163,0.216562165696937
517,42,003,409000,2,420034090002,Block Group 2,G5030,S,8668580,0,+40.6280948,-080.0092509,0.000922655327914,0.122825895387957
518,42,003,409000,4,420034090004,Block Group 4,G5030,S,3139221,0,+40.6254290,-080.0628232,0.00033411504062,0.083899978388856
519,42,003,410000,1,420034100001,Block Group 1,G5030,S,2304511,0,+40.6369353,-080.0808975,0.000245316942597,0.086540556407978
520,42,003,412001,3,420034120013,Block Group 3,G5030,S,2032144,0,+40.6020287,-080.0877195,0.000216211768014,0.075479952072616
521,42,003,412001,4,420034120014,Block Group 4,G5030,S,3529590,0,+40.6067715,-080.0769662,0.000375560386909,0.087436858543583
522,42,003,412002,2,420034120022,Block Group 2,G5030,S,3672901,0,+40.5617706,-080.0711879,0.000390550638655,0.101478694102259
523,42,003,413100,1,420034131001,Block Group 1,G5030,S,7808451,214557,+40.6037649,-080.0109835,0.000853640739063,0.134877836614039
524,42,003,413201,1,420034132011,Block Group 1,G5030,S,1370082,0,+40.5783897,-080.0329039,0.000145720157617,0.05974784593235
525,42,003,413201,2,420034132012,Block Group 2,G5030,S,1208545,0,+40.5778905,-080.0481176,0.000128538468672,0.066050445705893
526,42,003,413201,3,420034132013,Block Group 3,G5030,S,1201284,0,+40.5714381,-080.0418183,0.000127754115599,0.060802375277105
527,42,003,427200,4,420034272004,Block Group 4,G5030,S,1107093,185004,+40.4831624,-079.9662880,0.000137237868084,0.058712825729819
528,42,003,431500,1,420034315001,Block Group 1,G5030,S,169910,0,+40.4992848,-080.0588152,1.8050533492e-05,0.01739877040979
529,42,003,130300,3,420031303003,Block Group 3,G5030,S,232738,0,+40.4556706,-079.8998750,2.4709173141e-05,0.024354225292471
530,42,003,130400,1,420031304001,Block Group 1,G5030,S,164947,0,+40.4543357,-079.8888770,1.7511530794e-05,0.020056623385778
531,42,003,130400,2,420031304002,Block Group 2,G5030,S,194228,0,+40.4508259,-079.8891632,2.0619055077e-05,0.020527936087399
532,42,003,130400,3,420031304003,Block Group 3,G5030,S,115913,0,+40.4496889,-079.8859784,1.2305089034e-05,0.018704669849281
533,42,003,130600,2,420031306002,Block Group 2,G5030,S,336059,0,+40.4571222,-079.8760661,3.5679100921e-05,0.043588947018557
534,42,003,130600,3,420031306003,Block Group 3,G5030,S,702176,0,+40.4531812,-079.8715481,7.4545430625e-05,0.034919257973825
535,42,003,140100,1,420031401001,Block Group 1,G5030,S,437064,0,+40.4442956,-079.9352599,4.6394218641e-05,0.029059426312562
536,42,003,140800,2,420031408002,Block Group 2,G5030,S,371306,0,+40.4355760,-079.9190519,3.9408913103e-05,0.031645762095554
537,42,003,140800,3,420031408003,Block Group 3,G5030,S,107775,0,+40.4310415,-079.9212387,1.1438000416e-05,0.014382774515133
538,42,003,141000,1,420031410001,Block Group 1,G5030,S,507878,0,+40.4328897,-079.8976171,5.3902313846e-05,0.047924129636728
539,42,003,141300,1,420031413001,Block Group 1,G5030,S,391432,0,+40.4360169,-079.9284488,4.1545383527e-05,0.029054685746811
540,42,003,141300,2,420031413002,Block Group 2,G5030,S,295445,0,+40.4311148,-079.9298945,3.1355224666e-05,0.033037000429771
541,42,003,141300,3,420031413003,Block Group 3,G5030,S,202656,0,+40.4320453,-079.9253363,2.1508009711e-05,0.018708335625289
542,42,003,151600,1,420031516001,Block Group 1,G5030,S,253682,0,+40.4231223,-079.9414143,2.6920002421e-05,0.026805550142135
543,42,003,151600,3,420031516003,Block Group 3,G5030,S,132031,0,+40.4227661,-079.9448461,1.4010672358e-05,0.017492258311658
544,42,003,456003,3,420034560033,Block Group 3,G5030,S,19810905,0,+40.3646213,-080.1908523,0.002100476442148,0.221067268294528
545,42,003,140300,1,420031403001,Block Group 1,G5030,S,153847,0,+40.4443668,-079.9143738,1.6330813471e-05,0.017659365561309
546,42,003,474201,1,420034742011,Block Group 1,G5030,S,3302630,20332,+40.3456211,-080.0979830,0.000352217513923,0.137729909002564
547,42,003,474202,2,420034742022,Block Group 2,G5030,S,4696713,0,+40.3327022,-080.0904805,0.000497742085071,0.147048138987805
548,42,003,480200,2,420034802002,Block Group 2,G5030,S,452147,0,+40.3519645,-079.9704999,4.7930487793e-05,0.036795887990213
549,42,003,300100,2,420033001002,Block Group 2,G5030,S,119504,0,+40.4165708,-079.9924608,1.2680009497e-05,0.021086790398889
550,42,003,508000,2,420035080002,Block Group 2,G5030,S,559231,0,+40.3913283,-079.8097073,5.9316304693e-05,0.038814092378454
551,42,003,496200,4,420034962004,Block Group 4,G5030,S,1591795,50937,+40.3041270,-079.8319857,0.000174028174425,0.115329085591922
552,42,003,409000,3,420034090003,Block Group 3,G5030,S,12335174,33866,+40.6328802,-080.0462296,0.001316625095528,0.161193203372354
553,42,003,427200,3,420034272003,Block Group 3,G5030,S,1032056,60405,+40.4925752,-079.9604730,0.000116047562569,0.07212598481807
554,42,003,422000,4,420034220004,Block Group 4,G5030,S,9366004,0,+40.5249842,-079.9006091,0.000995375484598,0.191332888755438
555,42,003,402000,4,420034020004,Block Group 4,G5030,S,414454,115337,+40.6047827,-079.7380617,5.6369774698e-05,0.034645747599231
556,42,003,415002,1,420034150021,Block Group 1,G5030,S,8513728,0,+40.5582898,-079.8873660,0.000905242707168,0.190422855304518
557,42,003,459102,3,420034591023,Block Group 3,G5030,S,4627477,36984,+40.4760028,-080.1464997,0.000495346004062,0.118758401263971
558,42,003,070500,2,420030705002,Block Group 2,G5030,S,71767,0,+40.4539089,-079.9307306,7.618948965e-06,0.011548403334948
559,42,003,130300,1,420031303001,Block Group 1,G5030,S,144645,0,+40.4552880,-079.8943066,1.5356569761e-05,0.019065688744719
560,42,003,450800,2,420034508002,Block Group 2,G5030,S,266641,0,+40.5180173,-080.1616684,2.8334218819e-05,0.028515064493783
561,42,003,488600,4,420034886004,Block Group 4,G5030,S,2666056,0,+40.3399584,-079.9238725,0.000282569505925,0.085797663923696
562,42,003,480400,4,420034804004,Block Group 4,G5030,S,1604698,0,+40.3732464,-079.9542343,0.000170161174579,0.063796351245779
563,42,003,479000,2,420034790002,Block Group 2,G5030,S,576418,0,+40.3780620,-080.0176319,6.112742803e-05,0.043991208615395
564,42,003,180700,1,420031807001,Block Group 1,G5030,S,128581,0,+40.4265390,-080.0017669,1.3645284501e-05,0.0206065243047
565,42,003,411000,3,420034110003,Block Group 3,G5030,S,25906171,0,+40.6444082,-080.1231511,0.002758039360837,0.225241539761607
566,42,003,407002,2,420034070022,Block Group 2,G5030,S,7458068,0,+40.6135615,-079.8591341,0.000793643127415,0.147729039756351
567,42,003,459201,3,420034592013,Block Group 3,G5030,S,6344733,0,+40.4407450,-080.1350915,0.000673456664227,0.134646939450022
568,42,003,452000,4,420034520004,Block Group 4,G5030,S,35702906,0,+40.4636722,-080.3061948,0.0037909309343,0.282774307902495
569,42,003,460002,3,420034600023,Block Group 3,G5030,S,823625,0,+40.4785309,-080.1133208,8.7471353074e-05,0.040155010009588
570,42,003,151700,1,420031517001,Block Group 1,G5030,S,216871,0,+40.4228431,-079.9277766,2.3013579935e-05,0.022251020579753
571,42,003,202200,1,420032022001,Block Group 1,G5030,S,551501,0,+40.4524892,-080.0636128,5.854828737e-05,0.044010414183618
572,42,003,281500,2,420032815002,Block Group 2,G5030,S,312995,0,+40.4407028,-080.0568585,3.3222263312e-05,0.025609358296172
573,42,003,480300,4,420034803004,Block Group 4,G5030,S,368470,0,+40.3940117,-079.9723836,3.9084153554e-05,0.033448365175733
574,42,003,521200,2,420035212002,Block Group 2,G5030,S,2512181,0,+40.4275653,-079.7949213,0.000266601665293,0.10840371234511
575,42,003,552400,3,420035524003,Block Group 3,G5030,S,1372711,200574,+40.3325567,-079.8492115,0.000166731390988,0.085788397995018
576,42,003,526102,1,420035261021,Block Group 1,G5030,S,13786316,0,+40.5021088,-079.7216042,0.001464654043675,0.179454910008665
577,42,003,415001,1,420034150011,Block Group 1,G5030,S,7647357,0,+40.5884062,-079.8908145,0.000813482549044,0.156540777134519
578,42,003,421100,3,420034211003,Block Group 3,G5030,S,4098115,325416,+40.4969764,-079.8748497,0.000469935791075,0.142795691143014
579,42,003,432400,2,420034324002,Block Group 2,G5030,S,165793,0,+40.5001081,-080.0693998,1.7613229349e-05,0.018513787569908
580,42,003,477300,1,420034773001,Block Group 1,G5030,S,212356,0,+40.3655288,-079.9635342,2.2515876665e-05,0.03166893553512
581,42,003,504100,4,420035041004,Block Group 4,G5030,S,3635131,428835,+40.3845982,-079.8385556,0.0004309921505,0.114955080804202
582,42,003,414102,1,420034141021,Block Group 1,G5030,S,4981303,0,+40.6031362,-079.9583707,0.000529998699171,0.093976696506839
583,42,003,429202,2,420034292022,Block Group 2,G5030,S,1118433,0,+40.5176880,-079.9902330,0.000118849335756,0.063159344900884
584,42,003,300100,1,420033001001,Block Group 1,G5030,S,94720,0,+40.4178273,-079.9927416,1.0050538027e-05,0.020443850242384
585,42,003,492900,2,420034929002,Block Group 2,G5030,S,403657,0,+40.2884029,-079.8969630,4.275065201e-05,0.034558091274684
586,42,003,521200,3,420035212003,Block Group 3,G5030,S,2476340,0,+40.4110874,-079.8078205,0.000262734818753,0.105471672436858
587,42,003,110200,1,420031102001,Block Group 1,G5030,S,144791,0,+40.4780209,-079.9195862,1.5377304578e-05,0.017802466427572
588,42,003,560600,1,420035606001,Block Group 1,G5030,S,183179,0,+40.4419676,-079.8834914,1.9443703223e-05,0.021828241132607
589,42,003,521301,4,420035213014,Block Group 4,G5030,S,2469255,0,+40.4055876,-079.7617901,0.000261962449601,0.127049854618148
590,42,003,456004,1,420034560041,Block Group 1,G5030,S,3414401,0,+40.3329833,-080.1150700,0.000361848289723,0.127668581823548
591,42,003,290400,1,420032904001,Block Group 1,G5030,S,267176,0,+40.3897448,-079.9898590,2.833798941e-05,0.030713933871166
592,42,003,290400,2,420032904002,Block Group 2,G5030,S,516448,0,+40.3877403,-079.9814709,5.4775481989e-05,0.041507380242203
593,42,003,290400,5,420032904005,Block Group 5,G5030,S,177730,0,+40.3823902,-079.9803182,1.8848762905e-05,0.025291091765184
594,42,003,300100,3,420033001003,Block Group 3,G5030,S,178180,0,+40.4148090,-079.9928196,1.8905372987e-05,0.024643358541898
595,42,003,310200,3,420033102003,Block Group 3,G5030,S,336562,0,+40.3656819,-079.9108798,3.5684450467e-05,0.035257234596204
596,42,003,310200,4,420033102004,Block Group 4,G5030,S,1047176,0,+40.3745284,-079.9191877,0.000111043894047,0.050340028571284
597,42,003,310200,5,420033102005,Block Group 5,G5030,S,267499,0,+40.3677083,-079.9180462,2.8363384144e-05,0.036324540425655
598,42,003,110600,1,420031106001,Block Group 1,G5030,S,273962,0,+40.4715213,-079.9137557,2.9092265006e-05,0.024721729199535
599,42,003,413100,4,420034131004,Block Group 4,G5030,S,3285505,0,+40.6018586,-080.0580237,0.000349562976832,0.08960498251883
600,42,003,437000,1,420034370001,Block Group 1,G5030,S,10636878,0,+40.5360066,-080.0827471,0.001130622596072,0.15067815139699
601,42,003,487000,2,420034870002,Block Group 2,G5030,S,1485770,245513,+40.3481249,-079.8917849,0.00018351820918,0.087692968744457
602,42,003,192000,5,420031920005,Block Group 5,G5030,S,163611,0,+40.4084166,-080.0236010,1.7358225052e-05,0.023009297926633
603,42,003,480400,2,420034804002,Block Group 2,G5030,S,1300723,0,+40.3809031,-079.9460843,0.000137943335257,0.072840778136465
604,42,003,451101,2,420034511012,Block Group 2,G5030,S,2089666,0,+40.5292754,-080.2132777,0.000222093863316,0.085522518029963
605,42,003,040400,2,420030404002,Block Group 2,G5030,S,124296,0,+40.4482621,-079.9499620,1.3194767029e-05,0.015529230668228
606,42,003,413100,2,420034131002,Block Group 2,G5030,S,2040029,0,+40.5932573,-080.0322108,0.000217022652978,0.07396599451351
607,42,003,563800,1,420035638001,Block Group 1,G5030,S,6562132,161753,+40.5237803,-080.1009317,0.000714532955473,0.200681914397123
608,42,003,563300,1,420035633001,Block Group 1,G5030,S,6393593,0,+40.5680469,-080.1271363,0.000679912118172,0.197969800474052
609,42,003,451104,1,420034511041,Block Group 1,G5030,S,4706061,0,+40.5329664,-080.2516738,0.000500197296654,0.127117042954513
610,42,003,451102,3,420034511023,Block Group 3,G5030,S,2180367,0,+40.5169801,-080.2102313,0.000231691858336,0.065682260194547
611,42,003,451105,3,420034511053,Block Group 3,G5030,S,6218747,0,+40.5183226,-080.2425649,0.000660836888456,0.14103274176732
612,42,003,451300,4,420034513004,Block Group 4,G5030,S,4352222,0,+40.4959307,-080.1938690,0.000462336716169,0.124885530054441
613,42,003,451300,1,420034513001,Block Group 1,G5030,S,20934485,0,+40.4814367,-080.1857884,0.002223398893154,0.351985438646943
614,42,003,453004,1,420034530041,Block Group 1,G5030,S,1674297,0,+40.4514416,-080.2219667,0.000177744690771,0.111283063379194
615,42,003,407001,2,420034070012,Block Group 2,G5030,S,7789539,0,+40.6581447,-079.8478439,0.000829459790158,0.137334877408267
616,42,003,191500,1,420031915001,Block Group 1,G5030,S,528042,0,+40.4186565,-080.0109810,5.6030622748e-05,0.059308365747249
617,42,003,191600,1,420031916001,Block Group 1,G5030,S,1167490,0,+40.4220026,-080.0243311,0.00012388829955,0.051983455656753
618,42,003,453003,2,420034530032,Block Group 2,G5030,S,3493365,0,+40.4353586,-080.1820330,0.000370771446898,0.136064612738832
619,42,003,564000,2,420035640002,Block Group 2,G5030,S,16852870,0,+40.3964731,-080.2208966,0.001787676100494,0.204601437865153
620,42,003,468700,1,420034687001,Block Group 1,G5030,S,1104448,0,+40.4166935,-080.0938483,0.000117184410358,0.085909787645915
621,42,003,401300,3,420034013003,Block Group 3,G5030,S,2078662,0,+40.6194295,-079.7434105,0.000221216658306,0.106144532242566
622,42,003,477300,5,420034773005,Block Group 5,G5030,S,1761348,0,+40.3529070,-079.9833025,0.0001867171437,0.058242302528636
623,42,003,523400,6,420035234006,Block Group 6,G5030,S,800551,0,+40.4601946,-079.8276518,8.4997852791e-05,0.048653678904234
624,42,003,421200,4,420034212004,Block Group 4,G5030,S,3775901,0,+40.5267321,-079.9258549,0.000401295317575,0.098779925234634
625,42,003,563800,6,420035638006,Block Group 6,G5030,S,449005,0,+40.5125416,-080.0730874,4.7709647426e-05,0.036454510536315
626,42,003,980300,1,420039803001,Block Group 1,G5030,S,1294126,0,+40.4325503,-079.9057229,0.000137347411954,0.05711550287701
627,42,003,413100,3,420034131003,Block Group 3,G5030,S,2816149,0,+40.6015185,-080.0438508,0.000299624527287,0.089163225750955
628,42,003,499300,2,420034993002,Block Group 2,G5030,S,1483376,0,+40.3311097,-079.8830401,0.000157199677296,0.075270776737091
629,42,003,499400,1,420034994001,Block Group 1,G5030,S,1487146,206323,+40.3185685,-079.8809320,0.000179431607192,0.073016433416221
630,42,003,499400,2,420034994002,Block Group 2,G5030,S,202665,0,+40.3225424,-079.8895431,2.1474529183e-05,0.022174553370162
631,42,003,503002,1,420035030021,Block Group 1,G5030,S,1004448,0,+40.3570128,-079.8223379,0.000106485703509,0.054522235577913
632,42,003,503002,2,420035030022,Block Group 2,G5030,S,697179,0,+40.3488690,-079.8247178,7.3902253052e-05,0.044614584310627
633,42,003,503002,3,420035030023,Block Group 3,G5030,S,926888,0,+40.3360997,-079.8157122,9.8233416383e-05,0.043562095609167
